181,Mighty Morphin Power Rangers: The Movie,Action|Children's,1.613,1995-06-30,summer
182,Moonlight and Valentino,Drama|Romance,3.143,1995-09-29,fall
183,Mute Witness,Thriller,3.483,1995-09-10,fall
186,Nine Months,Comedy,2.763,1995-07-12,summer
188,The Prophecy,Horror,3.221,1995-09-01,fall
193,Showgirls,Drama,2.051,1995-09-22,fall
197,The Stars Fell on Henrietta,Drama,3.059,1995-09-15,fall
199,The Umbrellas of Cherbourg,Drama|Musical,3.812,1964-02-19,winter
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,3.054,1995-09-08,fall
204,Under Siege 2: Dark Territory,Action,2.921,1995-07-14,summer
205,Unstrung Heroes,Comedy|Drama,3.612,1995-09-15,fall
208,Waterworld,Action|Adventure,2.631,1995-07-28,summer
213,Burnt By the Sun,Drama,4.057,1994-05-21,spring
215,Before Sunrise,Drama|Romance,3.806,1995-01-19,winter
216,Billy Madison,Comedy,3.183,1995-02-10,winter
218,Boys on the Side,Comedy|Drama,3.128,1995-02-03,winter
220,Castle Freak,Horror,1.821,1995-11,fall
224,Don Juan DeMarco,Comedy|Drama|Romance,3.391,1995-04-07,spring
228,Destiny Turns on the Radio,Comedy,2.154,1995-04-28,spring
231,Dumb & Dumber,Comedy,3.192,1994-12-16,winter
232,Eat Drink Man Woman,Comedy|Drama,4.075,1994-07-02,summer
237,Forget Paris,Comedy|Romance,2.973,1995-05-19,spring
238,Far From Home: The Adventures of Yellow Dog,Adventure|Children's,2.812,1995-01-13,winter
243,Gordy,Comedy,2.1,1994-11-04,fall
244,Gumby: The Movie,Animation|Children's,1.9,1995-10-04,fall
245,The Glass Shield,Crime|Drama,3.0,1994-08,summer
246,Hoop Dreams,Documentary,4.189,1994-10-14,fall
247,Heavenly Creatures,Drama|Fantasy|Romance|Thriller,3.866,1994-10-14,fall
248,Houseguest,Comedy,2.913,1995-01-06,winter
250,Heavyweights,Children's|Comedy,2.6,1995-02-17,winter
254,Jefferson in Paris,Drama,3.079,1995-03-31,spring
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Fantasy|Sci-Fi,4.454,1977-05-25,spring
266,Legends of the Fall,Drama|Romance|War|Western,3.426,1994-12-23,winter
267,Major Payne,Comedy,2.729,1995-03-24,spring
271,Losing Isaiah,Drama,3.143,1995-03-17,spring
272,The Madness of King George,Drama,3.726,1994-12-28,winter
275,Mixed Nuts,Comedy,2.538,1994-12-21,winter
277,Miracle on 34th Street,Drama,3.182,1947-06-11,summer
278,Miami Rhapsody,Comedy,2.75,1995-01-27,winter
283,New Jersey Drive,Crime|Drama,3.0,1995-04-19,spring
287,Nina Takes a Lover,Comedy|Romance,2.905,1994-01-22,winter
288,Natural Born Killers,Action|Thriller,3.144,1994-08-26,summer
291,Poison Ivy II,Thriller,2.208,1996-01-16,winter
294,The Perez Family,Comedy|Romance,3.095,1995-05-12,spring
296,Pulp Fiction,Crime|Drama,4.278,1994-05-21,spring
305,Ready to Wear,Comedy,2.504,1994-12-23,winter
306,Three Colors: Red,Drama,4.228,1994-05-12,spring
307,Three Colors: Blue,Drama,4.099,1993-09-08,fall
308,Three Colors: White,Drama,3.965,1994-01-26,winter
312,Stuart Saves His Family,Comedy,2.438,1995-04-12,spring
313,The Swan Princess,Animation|Children's,2.889,1994-11-18,fall
314,The Secret of Roan Inish,Drama,3.85,1994-09-12,fall
315,The Specialist,Action,2.654,1994-10-07,fall
317,The Santa Clause,Children's|Comedy|Fantasy,3.192,1994-11-05,fall
318,The Shawshank Redemption,Drama,4.555,1994-09-10,fall
322,Swimming with Sharks,Comedy|Drama,3.713,1994-09-10,fall
325,National Lampoon's Senior Trip,Comedy,2.449,1995-09-08,fall
329,Star Trek: Generations,Action|Adventure|Sci-Fi,3.377,1994-11-18,fall
330,Tales from the Hood,Comedy|Horror,2.732,1995-05-24,spring
331,Tom & Viv,Drama,3.095,1994-12-02,winter
333,Tommy Boy,Comedy,3.502,1995-03-31,spring
334,Vanya on 42nd Street,Drama,3.86,1994-09-13,fall
337,What's Eating Gilbert Grape,Drama,3.841,1993-12-17,winter
338,Virtuosity,Sci-Fi|Thriller,2.882,1995-08-04,summer
342,Muriel's Wedding,Comedy|Romance,3.678,1994-09-15,fall
344,Ace Ventura: Pet Detective,Comedy,3.149,1994-02-04,winter
345,"The Adventures of Priscilla, Queen of the Desert",Comedy|Drama,3.806,1994-05-15,spring
347,Bitter Moon,Drama,3.174,1992-09-23,fall
348,Bullets Over Broadway,Comedy,3.699,1994-09-04,fall
352,Crooklyn,Comedy,3.134,1994-05-13,spring
356,Forrest Gump,Comedy|Romance|War,4.088,1994-06-23,summer
357,Four Weddings and a Funeral,Comedy|Romance,3.744,1994-01-20,winter
358,Higher Learning,Drama,3.17,1995-01-11,winter
363,"The Wonderful, Horrible Life of Leni Riefenstahl",Documentary,4.258,1993-09-11,fall
364,The Lion King,Animation|Children's|Musical,3.861,1994-06-15,summer
365,Little Buddha,Drama,3.169,1993-12-01,winter
366,Wes Craven's New Nightmare,Horror,2.821,1994-10-14,fall
369,Mrs. Parker and the Vicious Circle,Drama,3.31,1994-09-07,fall
370,Naked Gun 33 1/3: The Final Insult,Comedy,2.898,1994-03-18,spring
372,Reality Bites,Comedy|Drama,3.154,1994-01-28,winter
373,Red Rock West,Thriller,3.857,1993-06-16,summer
376,The River Wild,Action|Thriller,3.246,1994-09-30,fall
379,Timecop,Action|Sci-Fi,2.89,1994-09-16,fall
380,True Lies,Action|Adventure|Comedy|Romance,3.634,1994-07-12,summer
386,S.F.W.,Drama,2.6,1994-09-15,fall
390,Faster Pussycat! Kill! Kill!,Action|Comedy|Drama,3.542,1965-08-06,summer
391,Jason's Lyric,Crime|Drama,3.275,1994-09-28,fall
392,The Secret Adventures of Tom Thumb,Adventure|Children's,2.8,1993-12-10,winter
398,Frank and Ollie,Documentary,4.0,1995-01-22,winter
405,Highlander III: The Sorcerer,Action|Sci-Fi,2.123,1994-11-30,fall
407,In the Mouth of Madness,Horror|Thriller,2.912,1994-12-10,winter
408,8 Seconds,Drama,3.319,1994-02-25,winter
409,Above the Rim,Drama,3.02,1994-03-22,spring
410,Addams Family Values,Comedy,2.907,1993-11-19,fall
411,You So Crazy,Comedy,2.615,1994-04-27,spring
413,Airheads,Comedy,2.531,1994-08-05,summer
414,The Air Up There,Comedy,2.656,1994-01-07,winter
415,Another Stakeout,Comedy|Thriller,2.48,1993-07-23,summer
420,Beverly Hills Cop III,Action|Comedy,2.506,1994-05-25,spring
424,Blue Chips,Drama,2.6,1994-02-18,winter
427,Boxing Helena,Mystery|Romance|Thriller,2.367,1993-09-03,fall
429,Cabin Boy,Comedy,2.38,1994-01-07,winter
431,Carlito's Way,Crime|Drama,3.691,1993-11-12,fall
432,City Slickers II: The Legend of Curly's Gold,Comedy|Western,2.579,1994-06-10,summer
436,Color of Night,Drama|Thriller,2.652,1994-08-19,summer
437,Cops and Robbersons,Comedy,2.047,1994-04-15,spring
443,The Endless Summer 2,Documentary,3.387,1994-06-03,summer
449,Fear of a Black Hat,Comedy,3.662,1993-01-24,winter
455,Free Willy,Adventure|Children's|Drama,2.589,1993-07-16,summer
458,Geronimo: An American Legend,Drama|Western,3.276,1993-12-10,winter
460,Getting Even with Dad,Comedy,2.263,1994-06-17,summer
463,Guilty as Sin,Crime|Drama|Thriller,2.745,1993-06-04,summer
464,Hard Target,Action|Adventure|Crime|Thriller,2.782,1993-08-20,summer
466,Hot Shots! Part Deux,Action|Comedy|War,2.796,1993-05-21,spring
467,Live Nude Girls,Comedy,3.204,1995-12-08,winter
470,House Party 3,Comedy,1.737,1994-01-12,winter
471,The Hudsucker Proxy,Comedy|Romance,3.631,1994-01-27,winter
472,I'll Do Anything,Comedy|Drama,2.705,1994-02-04,winter
474,In the Line of Fire,Action|Thriller,3.825,1993-07-09,summer
476,The Inkwell,Comedy|Drama,2.686,1994-04-22,spring
478,Jimmy Hollywood,Comedy,2.458,1994-04-01,spring
481,Kalifornia,Drama|Thriller,3.381,1993-08-27,summer
482,Killing Zoe,Thriller,3.528,1993-10,fall
485,Last Action Hero,Action|Comedy,2.508,1993-06-13,summer
486,Life with Mikey,Comedy,2.812,1993-06-04,summer
491,The Man Without a Face,Drama,3.316,1993-08-25,summer
492,Manhattan Murder Mystery,Comedy|Mystery,3.719,1993-08-18,summer
493,Menace II Society,Action|Crime|Drama,3.607,1993-05-26,spring
494,Executive Decision,Action|Thriller,3.346,1996-03-15,spring
495,In the Realm of the Senses,Drama,3.381,1976-09-15,fall
500,Mrs. Doubtfire,Comedy,3.42,1993-11-24,fall
502,The Next Karate Kid,Action|Children's,1.935,1994-08-12,summer
509,The Piano,Drama|Romance,3.674,1993-05-15,spring
513,Radioland Murders,Comedy|Mystery|Romance,3.119,1994-10-21,fall
514,The Ref,Comedy,3.532,1994-03-11,spring
519,Robocop 3,Sci-Fi|Thriller,1.941,1993-04-18,spring
520,Robin Hood: Men in Tights,Comedy,2.93,1993-07-28,summer
522,Romper Stomper,Action|Drama,3.566,1992-11-12,fall
523,Ruby in Paradise,Drama,3.658,1993-01,winter
525,The Saint of Fort Washington,Drama,3.19,1993-09-13,fall
527,Schindler's List,Drama|War,4.51,1993-11-30,fall
529,Searching for Bobby Fischer,Drama,3.978,1993-08-11,summer
532,Serial Mom,Comedy|Crime|Horror,3.049,1994-04-13,spring
535,Short Cuts,Drama,3.817,1993-10-03,fall
539,Sleepless in Seattle,Comedy|Romance,3.761,1993-06-25,summer
541,Blade Runner,Film-Noir|Sci-Fi,4.273,1982-06-25,summer
543,So I Married an Axe Murderer,Comedy|Romance|Thriller,3.384,1993-07-30,summer
544,Striking Distance,Action,2.643,1993-09-17,fall
547,Surviving the Game,Action|Adventure|Thriller,2.879,1994-04-15,spring
549,Thirty-Two Short Films About Glenn Gould,Documentary,3.822,1993-09-07,fall
551,The Nightmare Before Christmas,Children's|Comedy|Musical,3.718,1993-10-09,fall
555,True Romance,Action|Crime|Romance,3.929,1993-09-10,fall
556,The War Room,Documentary,4.227,1993-12-05,winter
557,Mamma Roma,Drama,4.5,1962-08-31,summer
558,The Pagemaster,Action|Adventure|Animation|Children's|Fantasy,2.704,1994-11-23,fall
562,Welcome to the Dollhouse,Comedy|Drama,3.799,1995-09-10,fall
564,Chasers,Comedy,2.267,1994-04-22,spring
568,Bhaji on the Beach,Comedy|Drama,3.857,1993-09-11,fall
569,Little Big League,Children's|Comedy,2.93,1994-06-29,summer
572,Foreign Student,Drama,3.0,1994-07-29,summer
574,Spanking the Monkey,Comedy|Drama,3.446,1994-07-15,summer
578,The Hour of the Pig,Drama|Mystery,4.5,1993-09-25,fall
585,The Brady Bunch Movie,Comedy,2.907,1995-02-17,winter
586,Home Alone,Children's|Comedy,3.135,1990-11-10,fall
589,Terminator 2: Judgment Day,Action|Sci-Fi|Thriller,4.059,1991-07-01,summer
590,Dances with Wolves,Adventure|Drama|Western,3.915,1990-10-19,fall
597,Pretty Woman,Comedy|Romance,3.641,1990-03-23,spring
599,The Wild Bunch,Western,4.087,1969-06-18,summer
600,Love and a .45,Thriller,3.0,1994-11-23,fall
601,The Wooden Man's Bride,Drama,3.0,1994-02-05,winter
606,Candyman: Farewell to the Flesh,Horror,2.226,1995-03-17,spring
609,Homeward Bound II: Lost in San Francisco,Adventure|Children's,2.776,1996-03-08,spring
611,Hellraiser: Bloodline,Action|Horror|Sci-Fi,2.472,1996-03-08,spring
612,The Pallbearer,Comedy,2.405,1996-05-03,spring
616,The Aristocats,Animation|Children's,3.353,1970-12-11,winter
617,The Flower of My Secret,Drama,3.647,1995-09-22,fall
618,Two Much,Comedy|Romance,2.111,1995-12-01,winter
621,My Favorite Season,Drama,3.714,1993-05-14,spring
631,All Dogs Go to Heaven 2,Animation|Children's|Musical,2.08,1996-03-29,spring
633,Denise Calls Up,Comedy,3.6,1995-04,spring
637,Sgt. Bilko,Comedy,2.543,1996-03-29,spring
638,Jack and Sarah,Romance,3.211,1995-06-09,summer
639,Girl 6,Comedy,2.615,1996-03-22,spring
641,"Little Indian, Big City",Comedy,1.0,1994-12-04,winter
645,Nelly & Monsieur Arnaud,Drama,3.6,1995-10-18,fall
647,Courage Under Fire,Drama|War,3.553,1996-07-12,summer
652,"301, 302",Mystery,2.889,1995-04-21,spring
653,Dragonheart,Action|Adventure|Fantasy,3.225,1996-05-31,spring
657,Yankee Zulu,Comedy|Drama,3.0,1993-12-03,winter
658,Billy's Holiday,Drama,3.0,1995-10-19,fall
659,Purple Noon,Crime|Thriller,3.72,1960-03-10,spring
663,Kids in the Hall: Brain Candy,Comedy,3.417,1996-04-12,spring
666,All Things Fair,Drama,3.333,1995-11-03,fall
668,Pather Panchali,Drama,4.404,1955-08-26,summer
670,The World of Apu,Drama,4.411,1959-05-01,spring
671,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,3.68,1996-04-19,spring
673,Space Jam,Adventure|Animation|Children's|Comedy|Fantasy,2.62,1996-11-10,fall
676,They Bite,Drama,0.0,1996-04-02,spring
679,The Run of the Country,Drama,3.5,1995-09-22,fall
683,The Eye of Vichy,Documentary,0.0,1993-03-10,spring
688,Operation Dumbo Drop,Action|Adventure|Comedy|War,2.277,1995-07-28,summer
691,Mrs. Winterbourne,Comedy|Romance,3.099,1996-04-19,spring
694,The Substitute,Action,2.645,1996-04-19,spring
696,Butterfly Kiss,Thriller,3.25,1995-08-18,summer
697,Feeling Minnesota,Drama|Romance,2.553,1996-09-13,fall
707,Mulholland Falls,Crime|Film-Noir|Thriller,3.087,1996-04-26,spring
708,The Truth About Cats & Dogs,Comedy|Romance,3.434,1996-04-26,spring
709,Oliver & Company,Animation|Children's,3.042,1988-11-18,fall
710,Celtic Pride,Comedy,2.333,1996-04-19,spring
714,Dead Man,Western,3.889,1995-05-26,spring
715,The Horseman on the Roof,Drama,3.615,1995-09-20,fall
716,Switchblade Sisters,Crime,2.679,1975-05-01,spring
725,The Great White Hype,Comedy,2.791,1996-05-03,spring
729,"Institute Benjamenta, or This Dream People Call Human Life",Drama,3.667,1995-08,summer
731,Heaven's Prisoners,Mystery|Thriller,2.851,1996-05-17,spring
743,Spy Hard,Comedy,2.57,1996-05-24,spring
746,Force of Evil,Film-Noir,4.0,1948-12-25,winter
749,The Man from Down Under,Drama,2.75,1943-08-04,summer
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Sci-Fi|War,4.45,1964-01-29,winter
754,Gold Diggers: The Secret of Bear Mountain,Adventure|Children's,2.923,1995-11-03,fall
757,Ashes of Time,Drama,3.75,1994-09-17,fall
758,The Jar,Drama,4.0,1984-04-16,spring
759,Maya Lin: A Strong Clear Vision,Documentary,4.102,1994-10,fall
763,The Last of the High Kings,Drama,3.0,1996-11-22,fall
766,I Shot Andy Warhol,Drama,3.57,1996-01-20,winter
768,Someone Else's America,Drama,0.0,1995-04-19,spring
775,Spirits of the Dead,Horror,3.222,1968-06,summer
777,Pharaoh's Army,War,0.0,1995-11-09,fall
779,'Til There Was You,Drama|Romance,2.692,1997-05-30,spring
781,Stealing Beauty,Drama,3.379,1996-03-29,spring
784,The Cable Guy,Comedy,2.73,1996-06-14,summer
790,An Unforgettable Summer,Drama,3.0,1994-05-15,spring
794,Midnight Dancers,Comedy|Drama,0.0,1994-09-09,fall
799,The Frighteners,Comedy|Horror,3.349,1996-07-19,summer
803,Walking and Talking,Romance,3.684,1996-07-17,summer
809,Fled,Action|Adventure,2.571,1996-07-19,summer
810,Kazaam,Children's|Comedy|Fantasy,1.467,1996-07-17,summer
816,Two Deaths,Drama,0.0,1995-09-10,fall
821,The Crude Oasis,Romance,2.0,1995-07-07,summer
825,Echte Kerle,Comedy|Romance,0.0,1996-05-30,spring
829,Joe's Apartment,Comedy|Musical,2.29,1996-07-26,summer
830,The First Wives Club,Comedy,2.953,1996-09-20,fall
833,High School High,Comedy,2.179,1996-10-25,fall
834,Phat Beach,Comedy,2.0,1996-08-02,summer
839,The Crow: City of Angels,Action|Thriller,2.215,1996-08-30,summer
842,Tales from the Crypt Presents: Bordello of Blood,Horror,2.589,1996-08-16,summer
843,Lotto Land,Drama,1.0,1995-06,summer
848,The Spitfire Grill,Drama,3.436,1996-01-24,winter
849,Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,2.511,1996-08-09,summer
852,Tin Cup,Comedy|Romance,3.221,1996-08-16,summer
858,The Godfather,Action|Crime|Drama,4.525,1972-03-14,spring
860,"Maybe, Maybe Not",Comedy,3.6,1994-10-06,fall
861,Supercop,Action|Thriller,3.513,1992-07-04,summer
862,Manny & Lo,Drama,3.645,1996-07-26,summer
868,Death in Brunswick,Comedy,3.0,1990-11-08,fall
873,Shadow of Angels,Drama,0.0,1976-01-31,winter
879,The Relic,Horror,2.827,1997-01-10,winter
881,First Kid,Children's|Comedy,2.623,1996-08-30,summer
882,The Trigger Effect,Drama|Thriller,2.712,1996-05-16,spring
891,Halloween: The Curse of Michael Myers,Horror|Thriller,2.361,1995-09-29,fall
894,Liebelei,Romance,0.0,1933-03-10,spring
896,Wild Reeds,Drama,3.431,1994-06-01,summer
899,Singin' in the Rain,Musical|Romance,4.284,1952-03-27,spring
901,Funny Face,Comedy|Musical,3.644,1957-02-13,winter
904,Rear Window,Mystery|Thriller,4.476,1954-08-04,summer
905,It Happened One Night,Comedy,4.281,1934-02-22,winter
907,The Gay Divorcee,Comedy|Musical|Romance,3.924,1934-10-12,fall
908,North by Northwest,Drama|Thriller,4.384,1959-07-01,summer
909,The Apartment,Comedy|Drama,4.127,1960-06-15,summer
910,Some Like It Hot,Comedy|Crime,4.3,1959-03-29,spring
916,Roman Holiday,Comedy|Romance,4.216,1953-08-20,summer
918,Meet Me in St. Louis,Musical,3.794,1944-11-22,fall
919,The Wizard of Oz,Adventure|Children's|Drama|Musical,4.248,1939-08-10,summer
921,My Favorite Year,Comedy,3.894,1982-10-08,fall
923,Citizen Kane,Drama,4.389,1941-05-01,spring
924,2001: A Space Odyssey,Drama|Mystery|Sci-Fi|Thriller,4.069,1968-04-02,spring
925,Golden Earrings,Adventure|Romance,3.25,1947-08-27,summer
926,All About Eve,Drama,4.256,1950-10-13,fall
933,To Catch a Thief,Comedy|Romance|Thriller,4.102,1955-08-03,summer
935,The Band Wagon,Comedy|Musical,3.634,1953-07-09,summer
940,The Adventures of Robin Hood,Action|Adventure,3.974,1938-05-14,spring
943,The Ghost and Mrs. Muir,Drama|Romance,3.982,1947-06-26,summer
945,Top Hat,Comedy|Musical|Romance,4.147,1935-08-29,summer
947,My Man Godfrey,Comedy,4.106,1936-09-06,fall
951,His Girl Friday,Comedy,4.249,1940-01-18,winter
953,It's a Wonderful Life,Drama,4.299,1947-01-07,winter
954,Mr. Smith Goes to Washington,Drama,4.24,1939-10-17,fall
955,Bringing Up Baby,Comedy,4.169,1938-02-16,winter
956,Penny Serenade,Drama|Romance,3.55,1941-04-24,spring
958,Lady of Burlesque,Comedy|Mystery,3.385,1943-05-01,spring
962,They Made Me a Criminal,Crime|Drama,3.545,1939-01-28,winter
964,Angel and the Badman,Western,3.392,1947-02-15,winter
967,The Outlaw,Western,3.261,1943-02-05,winter
968,Night of the Living Dead,Horror|Sci-Fi,3.671,1968-10-01,fall
972,The Last Time I Saw Paris,Drama,3.167,1954-11-18,fall
973,Meet John Doe,Drama,3.915,1941-05-03,spring
977,Moonlight Murder,Mystery,2.0,1936-03-27,spring
978,The Blue Angel,Drama,3.94,1930-04-01,spring
980,In the Line of Duty 2,Action,2.8,1985-11-30,fall
984,The Pompatus of Love,Comedy|Drama,2.667,1996-07-26,summer
986,Fly Away Home,Adventure|Children's,3.603,1996-09-13,fall
988,Grace of My Heart,Comedy|Drama,3.377,1996-09-08,fall
990,Maximum Risk,Action|Adventure|Thriller,2.574,1996-09-13,fall
992,The Rich Man's Wife,Thriller,2.6,1996-09-13,fall
994,Big Night,Drama,4.096,1996-01-24,winter
999,2 Days in the Valley,Crime,3.283,1996-09-27,fall
1003,Extreme Measures,Drama|Thriller,2.942,1996-09-27,fall
1004,The Glimmer Man,Action|Thriller,2.663,1996-10-04,fall
1005,D3: The Mighty Ducks,Children's|Comedy,2.373,1996-10-04,fall
1010,The Love Bug,Children's|Comedy,3.269,1968-12-24,winter
1011,Herbie Rides Again,Adventure|Children's|Comedy,2.726,1974-02-11,winter
1018,That Darn Cat!,Children's|Comedy|Mystery,3.252,1965-12-02,winter
1020,Cool Runnings,Comedy,3.24,1993-10-01,fall
1023,Winnie the Pooh and the Blustery Day,Animation|Children's,3.986,1968-12-20,winter
1024,The Three Caballeros,Animation|Children's|Musical,3.246,1944-12-21,winter
1027,Robin Hood: Prince of Thieves,Drama,3.163,1991-06-14,summer
1029,Dumbo,Animation|Children's|Musical,3.688,1941-10-23,fall
1031,Bedknobs and Broomsticks,Adventure|Children's|Musical,3.48,1971-10-07,fall
1033,The Fox and the Hound,Animation|Children's,3.449,1981-07-10,summer
1036,Die Hard,Action|Thriller,4.122,1988-07-12,summer
1038,Unhook the Stars,Drama,3.273,1996-11-01,fall
1042,That Thing You Do!,Comedy,3.481,1996-10-04,fall
1043,To Gillian on Her 37th Birthday,Drama|Romance,2.843,1996-10-18,fall
1044,Surviving Picasso,Drama,3.286,1996-09-20,fall
1045,Love Is All There Is,Comedy|Drama,0.0,1996-05-10,spring
1047,The Long Kiss Goodnight,Action|Thriller,3.484,1996-10-11,fall
1049,The Ghost and the Darkness,Action|Adventure,3.328,1996-10-11,fall
1050,Looking for Richard,Documentary|Drama,3.822,1996-10-11,fall
1051,Trees Lounge,Drama,3.418,1996-05-11,spring
1052,The Proprietor,Drama,0.0,1996-10-09,fall
1053,Normal Life,Crime|Drama,2.914,1996-10-25,fall
1054,Get on the Bus,Drama,3.309,1996-10-16,fall
1055,Shadow Conspiracy,Thriller,2.737,1997-01-31,winter
1057,Everyone Says I Love You,Comedy|Musical|Romance,3.558,1996-12-08,winter
1059,William Shakespeare's Romeo and Juliet,Drama|Romance,3.401,1996-10-27,fall
1062,The Sunchaser,Drama,2.5,1996-05-29,spring
1064,Aladdin and the King of Thieves,Animation|Children's|Comedy,2.895,1996-08-14,summer
1065,The Woman in Question,Mystery,0.0,1950-10-03,fall
1069,"Murder, My Sweet",Film-Noir|Thriller,3.927,1944-12-09,winter
1073,Willy Wonka and the Chocolate Factory,Adventure|Children's|Comedy|Fantasy,3.861,1971-06-30,summer
1075,The Sexual Life of the Belgians,Comedy,0.0,1994-05,spring
1080,Monty Python's Life of Brian,Comedy,4.018,1979-08-17,summer
1081,Victor/Victoria,Comedy|Musical,3.618,1982-03-16,spring
1083,The Great Race,Comedy|Musical,3.53,1965-07-01,summer
1086,Dial M for Murder,Mystery|Thriller,4.079,1954-05-18,spring
1088,Dirty Dancing,Musical|Romance,3.311,1987-05-12,spring
